ID;Name;FAR;UPCAT YEAR;Ucode;RE;RA;S;E;EP;P;PA;Designation;;Prev Test Center;No. of years
4202;;R;2014;CSNSRI;0;0;0;0;1;2;0;P;1624;CSNSRI;3
4201;;A;2016;CFA;0;0;0;0;0;5;0;P;1624;CFA;5
4200;;R;2016;LAW;0;0;0;1;3;0;0;E;1624;LAW;4
4199;;A;2015;LAW;0;0;0;0;0;4;0;P;1624;LAW;4
4198;;A;2016;ACCTG-D;0;0;0;4;0;0;0;E;1624;ACCTG-D;4
4197;;A;2013;ACCTG-D;0;0;0;0;2;0;0;EP;1624;ACCTG-D;2
4196;;A;2012;ACCTG-D;0;0;0;0;1;0;0;EP;1624;ACCTG-D;1
4195;;A;;CS;0;0;0;0;0;0;0;PA;;CS;0
1070;;R;2016;SPMO-S;14;1;0;1;0;6;0;RE;1227;SPMO-S;22
1069;;A;1993;CMC;0;0;0;0;0;1;0;P;1624;CMC;1
1068;;A;2016;BO-SYS;0;0;0;0;0;16;7;P;1624;BO-SYS;23
4361;;;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4360;;R;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4359;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4358;;F;2013;UPLB;1;0;0;0;0;0;0;RE;1004;UPLB;1
4357;;;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4356;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4355;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4354;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4353;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4352;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4351;;A;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4350;;F;2015;UPLB;3;0;0;0;0;0;0;RE;1004;UPLB;3
4349;;F;2015;UPLB;2;0;0;0;0;0;0;RE;1407;UPLB;2
4348;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
4347;;A;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
0568;Alice;F;21162;UPIS;6;0;11;13;2;1;0;SE;1624;UPIS;1
0567;Bob;A;20011;LAWCMP;4;0;0;2;2;6;1;E;1624;LAWCMP;16
4881;David;;2015;UPMLA;0;0;0;0;0;0;0;A;1622;UPMLA;2
4882;Elta;;2015;UPMLA;0;0;0;0;0;0;0;TE;1622;UPMLA;2
4883;;;2015;UPMLA;0;0;2;0;0;0;0;SE;1622;UPMLA;2
3779;;;2012;CSNIP;0;0;0;0;0;0;0;TE;1624;CSNIP;4
3963;;A;2016;CASH-D;0;0;0;0;0;2;0;P;1624;CASH-D;2
3962;;A;2015;CMC;0;0;0;0;0;1;0;P;1624;CMC;2
0390;;;1984;;0;0;0;2;1;1;0;EP;1624;;4
0389;;F;2003;EDUC;8;0;0;4;1;1;0;RE;1022;EDUC;14
0388;;;1984;;0;0;0;0;0;3;0;A;1624;;4
0387;;;1981;;0;0;0;0;0;1;0;P;1624;;1
0386;;A;2007;EDUC;0;5;0;2;0;12;2;E;1624;EDUC;21
0385;;;1982;;0;0;0;1;1;0;0;E;1624;;2
3702;;A;2015;C CTR;0;0;0;0;0;7;0;P;1624;C CTR;7
5080;;F;2015;CSSP;0;0;0;0;1;0;0;EP;1624;CSSP;1
5081;;F;;CSSP;;;;;;;;EP;;CSSP;
5082;;F;;CSSP;;;;;;;;EP;;CSSP;
5083;;F;;CSSP;;;;;;;;EP;;CSSP;
3427;;F;2015;EDUC;4;0;0;4;0;1;0;RE;1321;EDUC;9
3426;;F;;EDUC;0;0;0;0;0;0;0;;;EDUC;0
3425;;F;2007;CSCHEM;0;0;0;1;0;0;0;E;1624;CSCHEM;1
3424;;F;2008;CSCHEM;0;0;0;2;0;0;0;E;1624;CSCHEM;2
0564;;F;2012;UPIS;19;0;2;6;0;1;0;RE;1321;UPIS;28
0992;;F;2015;CAL;21;0;1;1;1;0;0;SE;1624;CAL;24
0991;;A;2014;ENGG;0;0;0;0;0;9;14;PA;1624;ENGG;23
0990;;A;2007;OUR;0;9;0;0;0;5;1;P;1624;OUR;15
3272;;F;2016;CSWCD;6;0;0;5;0;0;0;RE;0621;CSWCD;11
3800;;A;2014;UPMLA;0;0;0;0;0;4;0;P;1622;UPMLA;4
3799;;R;2014;UPLB;0;5;0;0;0;0;0;RA;0332;UPLB;5
0432;;A;2003;CSCHEM;0;0;0;0;0;8;0;P;1624;CSCHEM;8
0431;;;1981;;0;0;0;1;0;0;0;E;1624;;1
0430;;F;2014;EDUC;10;0;1;0;0;3;0;RE;0626;EDUC;14
0429;;A;2012;UPMLA;15;0;0;0;2;2;0;RE;0321;UPMLA;19
0428;;;1992;;0;0;0;0;2;4;0;EP;1624;;6
0393;;A;2016;UP ITDC;17;0;4;1;3;8;0;SE;1624;UP ITDC;33
0392;;;1981;;0;0;0;0;0;1;0;P;1624;;1
3674;;A;2015;HSNG;0;0;0;0;0;5;0;P;1624;HSNG;6
3673;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;6
3672;;;2012;HEALTH;0;0;2;0;0;0;0;S;1624;HEALTH;2
3796;;F;2011;CSNIMBB;0;0;0;2;0;0;0;E;1624;CSNIMBB;2
3795;;F;2011;CSNIMBB;0;0;0;2;0;0;0;E;1624;CSNIMBB;2
3793;;A;2015;ACCTG-D;0;0;0;0;0;5;0;P;1624;ACCTG-D;5
3792;;A;2010;CFA;0;0;0;0;0;1;0;P;1624;CFA;1
3791;;;2015;CS;0;0;0;0;0;5;1;P;1624;CS;6
3790;;F;2010;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3789;;F;2011;OU;0;0;0;1;1;0;0;E;1624;OU;2
3788;;A;2012;NISMED;0;0;0;0;0;2;0;P;1624;NISMED;2
3785;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
3784;;;;UPLB;0;0;0;0;0;0;0;RE;;UPLB;0
5156;;;2015;UPMLA;0;0;0;0;0;0;0;CW;1622;UPMLA;1
5157;;;2015;UPMLA;0;0;0;0;0;0;0;TE;1622;UPMLA;1
5158;;;2015;UPMLA;0;0;0;0;0;1;0;P;1622;UPMLA;1
5159;;F;2015;CSSP;0;0;0;1;0;0;0;E;1624;CSSP;1
5160;;;2015;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;1
5161;;;2015;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;1
5116;;;2016;CSSP;0;0;0;2;0;0;0;E;1624;CSSP;2
5117;;;2015;UPMLA;0;0;0;0;0;1;0;P;1624;UPMLA;1
5162;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;1
5163;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;1
5164;;;;SSB;;;;;;;;A;;SSB;
5165;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;1
5166;;;2016;SSB;0;0;0;0;0;0;0;A;1624;SSB;2
5167;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;1
5168;;A;2015;CMO;0;0;0;0;0;0;0;A;1624;CMO;1
5169;;;2015;CMO;0;0;0;0;0;0;0;A;1624;CMO;1
5154;;A;2015;ENGG;0;0;0;0;0;0;0;TE;1624;ENGG;1
5155;;;2015;UPMLA;0;0;0;0;0;1;0;P;1622;UPMLA;1
5118;;;2015;M LIB;0;0;0;0;1;0;0;EP;1624;M LIB;1
5119;;;2015;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
5120;;;;CMC;;;;;;;;PA;;CMC;
5121;;F;2015;UPMLA;0;0;0;1;0;0;0;E;1624;UPMLA;1
5122;;F;2015;ENGG;0;0;0;1;0;0;0;E;1624;ENGG;1
5123;;A;2015;CIDS;0;0;0;0;0;0;0;D;1624;CIDS;1
0514;;;1983;;0;0;0;1;0;0;0;E;1624;;1
0705;;;1989;;2;0;0;2;0;0;0;RE;1222;;4
0704;;;1988;;0;0;0;0;0;3;0;P;1624;;3
0703;;R;1996;MUSIC;1;0;0;2;1;3;0;RE;0404;MUSIC;7
0702;;;1986;;1;0;0;0;0;0;0;RE;0404;;1
0701;;;1987;;0;0;0;1;0;1;0;E;1624;;2
0700;;;1986;;0;0;0;1;0;0;0;E;1624;;1
0699;;;1986;;0;0;0;0;1;0;0;EP;1624;;1
0698;;;1987;;0;0;0;2;0;0;0;E;1624;;2
0697;;;1993;;0;0;0;0;0;6;0;P;1624;;6
0696;;;1986;;0;0;0;0;1;0;0;EP;1624;;1
0695;;F;2000;CSBIO;0;0;0;3;0;0;0;E;1624;CSBIO;3
3960;;A;;ACCTG-D;0;0;0;0;0;0;0;A;;ACCTG-D;0
3959;;A;2014;ACCTG-D;0;0;0;0;0;2;0;P;1624;ACCTG-D;2
3958;;A;2015;CSWCD;0;0;0;0;0;4;0;P;1624;CSWCD;4
3957;;A;2015;ARCH;0;0;0;0;0;2;1;P;1624;ARCH;4
3956;;R;2016;NEC;3;0;0;2;1;0;0;E;1624;NEC;6
3955;;A;2016;M LIB;0;0;0;0;0;6;0;P;1624;M LIB;6
3954;;;2014;CS;0;0;0;0;0;3;0;P;1624;CS;3
3953;;;;ENGG;0;0;0;0;0;0;0;EP;;ENGG;0
3952;;A;2016;UPMLA;0;0;0;0;0;3;1;P;1624;UPMLA;4
3951;;;2012;OUR;0;0;0;0;0;0;0;A;1624;OUR;1
3950;;A;2016;CS;0;0;0;0;0;4;1;P;1624;CS;5
3949;;;2016;OUR;0;0;0;0;0;5;0;P;1624;OUR;5
3631;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;3
3630;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;5
3629;;;2009;;0;0;0;0;0;0;0;TR;1624;;2
3628;;F;2014;CAL;1;0;0;3;0;0;0;E;1624;CAL;4
3627;;F;2009;CSNIP;0;0;0;2;0;0;0;E;1624;CSNIP;2
3626;;;2014;CAL;0;0;0;0;0;0;0;CW;1624;CAL;7
3625;;;2016;SSB;0;0;0;0;0;0;0;A;1624;SSB;7
3624;;;2009;;0;0;0;0;0;0;0;TR;1624;;2
3623;;;2008;;0;0;0;0;0;0;0;A;1624;;1
3114;;A;2005;CAL;0;0;0;0;0;0;0;BA;1624;CAL;1
3113;;A;2011;OUR;0;0;0;0;0;5;0;P;1624;OUR;6
3112;;A;2016;NISMED;0;0;0;0;0;11;0;P;1624;NISMED;12
3111;;F;;CAL;0;0;0;0;0;0;0;;;CAL;0
3110;;A;2014;CAL;0;0;0;0;0;5;0;P;1624;CAL;9
3109;;F;2007;CHK;0;0;0;2;0;0;0;E;1624;CHK;2
3107;;A;2005;POLICE;0;0;0;0;0;0;0;TR;1624;POLICE;1
3106;;A;2015;ECON;0;0;0;0;0;0;0;D;1624;ECON;2
2938;;A;2004;BO-DIL;0;0;0;0;0;0;0;A;1624;BO-DIL;1
2937;;A;2015;HRDO;0;0;0;0;0;4;0;P;1624;HRDO;4
2936;;R;;ILIS;0;0;0;0;0;0;0;;;ILIS;0
2935;;R;;SOLAIR;0;0;0;0;0;0;0;;;SOLAIR;0
2934;;A;2008;HEALTH;0;0;0;0;0;1;0;P;1624;HEALTH;3
2933;;A;2008;HEALTH;0;0;0;0;0;1;0;P;1624;HEALTH;4
0771;;;1987;;0;0;0;1;0;0;0;E;1624;;1
0681;;A;1997;CASHR;0;0;0;0;0;1;0;A;1624;CASHR;2
0680;;;1986;;0;0;0;1;0;0;0;E;1624;;1
0679;;;1987;;0;0;0;1;0;1;0;E;1624;;2
0678;;;1986;;0;0;0;0;1;0;0;EP;1624;;1
0677;;R;1997;ECON;0;0;0;0;0;9;0;P;1624;ECON;9
0676;;A;2005;CSSP;0;0;0;0;0;5;0;P;1624;CSSP;5
0675;;A;1999;HRDO;0;0;0;0;0;8;0;P;1624;HRDO;8
0674;;;1987;;0;0;0;0;0;2;0;P;1624;;2
0673;;;1989;;0;0;0;1;0;1;0;E;1624;;2
0411;;;1984;;0;0;0;3;0;0;0;E;1624;;3
0410;;;1982;;0;0;0;0;1;1;0;EP;1624;;2
0409;;;1987;;0;0;0;6;0;0;0;E;1624;;6
3561;;A;2012;ENGG;1;0;0;3;1;0;0;RE;1403;ENGG;5
3435;;F;2013;CSBIO;2;0;0;3;0;0;0;RE;0801;CSBIO;5
3688;;R;2010;CSNIGS;0;0;0;0;0;2;0;P;1624;CSNIGS;2
3687;;F;2015;ENGG;3;0;0;3;0;0;0;RE;0126;ENGG;6
3686;;R;2012;OVCRD;0;0;0;0;0;4;0;P;1624;OVCRD;4
3685;;F;2015;CHE;1;0;0;4;1;0;0;E;1624;CHE;6
3684;;F;2015;CSMATH;4;0;0;1;1;0;0;RE;0323;CSMATH;6
3683;;F;2009;ENGG;0;0;0;1;0;0;0;E;1624;ENGG;1
4884;;O;2015;CMO;0;0;0;0;1;0;0;EP;1624;CMO;2
4885;;;2014;CMO;0;0;0;0;0;0;0;D;1624;CMO;1
4648;;;2015;CMO;0;0;0;0;0;0;0;A;1624;CMO;3
4647;;;2015;LAW;0;0;0;0;0;0;0;TE;1624;LAW;2
4646;;;2013;UPMLA;0;0;0;0;0;1;0;P;1622;UPMLA;1
4645;;;2015;UPMLA;0;0;0;0;0;0;0;CW;1622;UPMLA;3
4643;;;2013;UPMLA;0;0;0;1;0;0;0;E;1622;UPMLA;1
4642;;;2013;UPMLA;0;0;0;0;0;0;0;A;1622;UPMLA;1
4641;;;2015;UPMLA;0;0;0;0;0;0;0;D;1622;UPMLA;3
4640;;;2015;UPMLA;0;0;0;0;0;0;0;A;1622;UPMLA;3
4639;;;2013;UPMLA;0;0;0;1;0;0;0;E;1622;UPMLA;1
4638;;;2014;UPMLA;0;0;0;0;0;0;0;TE;1622;UPMLA;2
4637;;;2014;UPMLA;0;0;0;0;0;0;0;A;1622;UPMLA;2
4636;;;2013;UPMLA;0;0;0;1;0;0;0;E;1622;UPMLA;1
4635;;;2013;UPMLA;0;0;0;0;0;1;0;P;1622;UPMLA;1
4634;;;2015;UPMLA;0;0;0;3;0;0;0;E;1622;UPMLA;3
4633;;;2013;UPMLA;0;0;0;0;0;0;0;CW;1622;UPMLA;1
4632;;;2013;UPMLA;0;0;0;1;0;0;0;E;1622;UPMLA;1
4631;;;2015;UPMLA;0;0;0;3;0;0;0;E;1622;UPMLA;3
4630;;;2013;UPMLA;0;0;0;1;0;0;0;E;1622;UPMLA;1
4629;;;2016;UPMLA;0;0;4;0;0;0;0;SE;1624;UPMLA;4
4628;;;2014;UPMLA;0;0;0;0;0;0;0;TE;1622;UPMLA;2
4627;;;2014;UPMLA;0;0;0;0;0;0;0;BA;1622;UPMLA;2
3682;;F;2010;CSSP;1;0;0;1;0;0;0;E;1624;CSSP;2
3681;;F;2012;CSSP;2;0;0;0;0;0;0;RE;0103;CSSP;2
3499;;A;2016;ENGG;0;0;0;0;0;0;0;CW;1624;ENGG;10
3498;;A;2016;ENGG;0;0;0;0;0;0;0;TE;1624;ENGG;10
3497;;A;2012;CBA;0;0;0;0;0;0;0;BA;1624;CBA;6
3948;;;2015;OUR;0;0;0;0;0;4;0;P;1624;OUR;4
3947;;O;;OUR;0;0;0;0;0;0;0;A;;OUR;0
2718;;;;SIO;0;0;0;0;0;0;0;;;SIO;0
2717;;F;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
2716;;A;;CWS;0;0;0;0;0;0;0;;;CWS;0
2715;;A;2016;OVPAA;0;0;0;0;0;4;4;P;1624;OVPAA;12
3432;;R;;CSNSRI;0;0;0;0;0;0;0;;;CSNSRI;0
3431;;F;2007;CSCHEM;0;0;0;1;0;0;0;E;1624;CSCHEM;1
3430;;F;2007;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
3429;;F;2011;EDUC;1;0;2;2;0;0;0;HSE;1624;EDUC;5
3428;;F;2014;UPIS;0;0;0;7;0;0;0;E;1624;UPIS;7
5074;;F;2015;ENGG;0;0;0;0;1;0;0;EP;1624;ENGG;1
5075;;O;;MUSIC;;;;;;;;P;;MUSIC;
5076;;A;2015;UPMLA;0;0;0;0;1;0;0;EP;1624;UPMLA;1
5077;;A;2015;UPMLA;0;0;0;0;0;1;0;P;1624;UPMLA;1
5078;;F;2015;ENGG;0;0;0;0;1;0;0;EP;1624;ENGG;1
5079;;A;2015;UPMLA;0;0;0;0;0;1;0;P;1624;UPMLA;1
3641;;;2013;SSB;0;0;0;0;0;0;0;A;1624;SSB;5
3640;;;2013;SSB;0;0;0;0;0;0;0;A;1624;SSB;4
3708;;F;2009;CSSP;0;0;0;1;0;0;0;E;1624;CSSP;1
3782;;F;2015;UPLB;6;0;0;0;0;0;0;RE;1702;UPLB;6
3780;;;2008;;0;0;0;0;0;0;0;TR;1624;;1
2906;;F;2005;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
2905;;A;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
2904;;F;2006;ENGG;0;0;0;0;1;0;0;EP;1624;ENGG;1
2903;;F;2012;UPIS;4;0;0;4;1;0;0;RE;0823;UPIS;9
2902;;A;2005;HEALTH;0;0;2;0;0;0;0;S;1624;HEALTH;2
2901;;A;2016;ECON;0;0;0;0;0;0;0;CW;1624;ECON;14
2900;;;2003;;0;0;0;0;0;0;0;D;1699;;1
2899;;A;2016;OVCRD;0;0;0;0;0;0;0;D;1624;OVCRD;12
2898;;A;2006;HEALTH;0;0;3;0;0;0;0;S;1699;HEALTH;3
2897;;A;2005;CHE;0;0;0;0;0;0;0;D;1624;CHE;2
2896;;A;2007;OADMS;0;0;0;0;0;0;0;D;1624;OADMS;2
2895;;A;2011;OSU;0;0;0;0;0;0;0;D;1624;OSU;6
2894;;;2016;CMO;0;0;0;0;0;0;0;TE;1624;CMO;3
2893;;;2016;CMO;0;0;0;0;0;0;0;TE;1624;CMO;6
2892;;A;2003;POLICE;0;0;0;0;0;0;0;TC;1699;POLICE;1
2891;;A;2016;POLICE;0;0;0;0;0;0;0;A;1624;POLICE;13
2714;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
2713;;A;;CSCHEM;0;0;0;0;0;0;0;;;CSCHEM;0
2712;;A;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
2711;;R;;CWS;0;0;0;0;0;0;0;;;CWS;0
2710;;A;;ARO;0;0;0;0;0;0;0;;;ARO;0
2709;;F;2015;UPLB;8;0;0;0;0;0;0;RE;0806;UPLB;8
2708;;A;;CIDS;0;0;0;0;0;0;0;;;CIDS;0
2910;;F;2005;CSSP;0;0;0;1;0;0;0;E;1624;CSSP;1
2909;;F;2016;CHE;5;0;0;6;0;0;0;RE;1030;CHE;11
2908;;F;;CSSP;0;0;0;0;0;0;0;;;CSSP;0
2907;;F;2006;ENGG;0;0;0;3;0;0;0;E;1624;ENGG;3
0694;;F;1986;UPLB;0;0;0;1;0;0;0;E;0404;UPLB;1
0693;;;1986;;0;0;0;0;1;0;0;EP;1624;;1
0692;;;1986;;0;0;0;1;0;0;0;E;1624;;1
0691;;F;1987;UPIS;0;0;0;1;1;0;0;E;1624;UPIS;2
0690;;;1988;;0;0;0;0;0;2;0;P;1624;;2
0932;;;1990;;0;0;0;1;0;0;0;E;1624;;1
0931;;A;1997;OVPFA;0;0;0;0;0;4;0;P;1624;OVPFA;4
0930;;;1990;;0;0;0;1;0;0;0;E;1624;;1
0929;;;1990;;0;0;0;1;0;0;0;E;1624;;1
0928;;;1990;;0;0;0;1;0;0;0;E;1624;;1
1052;;;1993;;0;0;0;1;1;0;0;E;1624;;2
1051;;A;2015;NISMED;0;0;0;0;2;6;0;EP;1624;NISMED;8
1050;;;1992;;0;0;0;1;0;0;0;E;1624;;1
1049;;;1993;;0;0;0;2;0;0;0;E;1624;;2
1028;;A;2016;OADMS;0;8;0;0;0;5;5;PA;1624;OADMS;25
1027;;F;2003;CAL;2;0;0;1;1;0;0;RE;0125;CAL;4
1026;;;1992;;0;0;0;0;1;0;0;EP;1624;;1
1025;;;1993;;0;0;0;0;0;2;0;P;1624;;2
1024;;;1993;;0;0;0;0;1;1;0;EP;1624;;2
1023;;A;2016;CHE;17;0;2;0;2;3;0;SE;1624;CHE;24
1022;;;1992;;0;0;0;0;1;0;0;EP;1624;;1
1146;;A;2013;NISMED;12;0;0;4;0;1;0;RE;0922;NISMED;17
0722;;;1990;;0;0;0;0;1;3;0;EP;1624;;4
0721;;;1987;;0;0;0;1;0;0;0;E;1624;;1
0720;;;1988;;0;0;0;0;0;2;0;P;1624;;2
0719;;;1987;;1;0;0;0;0;0;0;RE;0404;;1
0718;;;1991;;0;0;0;1;1;0;0;E;1624;;2
0717;;F;1994;XXX;3;0;0;4;1;0;0;E;1624;XXX;8
0716;;;1990;;0;0;0;1;0;3;0;E;1624;;4
0715;;;1986;;0;0;0;1;0;0;0;E;1624;;1
0714;;;1986;;1;0;0;0;0;0;0;RE;0404;;1
0713;;R;1996;UPMLA;2;0;0;0;0;0;0;RE;0322;UPMLA;2
0712;;;1989;;0;0;0;0;0;4;0;P;1624;;4
0711;;A;2011;UPMLA;0;0;0;0;0;11;12;PA;1624;UPMLA;23
3700;;F;2011;CSNIMBB;1;0;0;2;0;0;0;RE;0804;CSNIMBB;3
3346;;F;2015;UPIS;3;0;0;4;0;0;0;E;1624;UPIS;7
3271;;F;2008;ILIS;1;0;0;2;0;0;0;RE;806;ILIS;3
3803;;F;2010;UP BAG;0;0;0;1;0;0;0;E;1624;UP BAG;1
3802;;A;2013;UPMLA;0;0;0;0;0;2;0;P;1622;UPMLA;2
3801;;A;2010;UPMLA;0;0;0;0;0;1;0;P;1624;UPMLA;1
3345;;F;2012;UPIS;0;0;0;5;0;0;0;E;1624;UPIS;5
5053;;A;2016;M LIB;0;0;0;0;0;2;0;P;1624;M LIB;2
5054;;F;2015;CAL;0;0;0;1;0;0;0;E;1624;CAL;1
5055;;F;2015;ASP;0;0;0;0;1;0;0;EP;1624;ASP;1
5063;;O;2015;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
5064;;O;2015;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
5065;;O;2015;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
3082;;A;2004;UPIS;0;0;0;0;0;0;0;CW;1624;UPIS;1
3081;;A;2004;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;1
3080;;A;2011;CSNIP;0;0;0;0;0;0;0;BA;1624;CSNIP;8
3079;;A;2015;CMC;0;0;0;0;0;7;1;PA;1624;CMC;11
3078;;A;2014;CMC;0;0;0;0;0;0;0;TE;1624;CMC;9
3077;;A;2015;CSSP;0;0;0;0;0;0;0;BA;1624;CSSP;11
3076;;A;2004;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
1280;;F;2016;CSWCD;19;0;0;2;1;0;0;E;1624;CSWCD;22
1279;;F;1997;CAL;1;0;0;2;0;0;0;RE;1025;CAL;3
1278;;R;2014;CSWCD;0;0;0;10;2;7;0;E;1624;CSWCD;19
1277;;R;2016;AC;0;0;0;8;0;10;0;E;1624;AC;18
1276;;A;2007;OADMS;0;0;0;0;0;0;1;C;1624;OADMS;13
1275;;F;1996;CHE;0;0;0;2;0;0;0;E;1624;CHE;2
1274;;A;2012;OUR;2;0;0;7;2;0;0;E;1624;OUR;11
0710;;;1986;;0;0;0;0;1;0;0;EP;1624;;1
0709;;F;1995;CSSP;6;0;3;0;0;0;0;SE;1624;CSSP;9
0708;;A;1997;HRDO;2;0;0;4;1;4;0;RE;0805;HRDO;11
0707;;F;2007;UPIS;2;0;5;12;0;1;0;SE;1624;UPIS;20
0706;;;1987;;0;0;0;0;0;2;0;P;1624;;2
4285;;A;2012;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
4284;;A;2016;LAWCMP;0;0;0;0;0;3;0;P;1624;LAWCMP;4
4283;;A;2015;OADMS;0;1;0;0;0;0;0;C;1624;OADMS;4
4282;;A;2012;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
4281;;A;2012;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
4280;;A;2012;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
4279;;A;2016;LAW;0;0;0;0;0;2;0;P;1624;LAW;4
4278;;A;2012;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
4277;;A;2015;CFA;0;0;0;0;0;2;0;P;1622;CFA;4
4276;;A;;;0;0;0;0;0;0;0;PA;;;0
4275;;A;2015;UPV;0;0;0;0;0;4;0;P;1624;UPV;4
4274;;;2012;LAWCMP;0;0;0;0;0;0;0;A;1624;LAWCMP;1
4273;;;2012;OUR;0;0;0;0;0;1;0;P;1624;OUR;1
4272;;F;2013;CHK;0;0;0;2;0;0;0;E;1624;CHK;2
4271;;;;OUR;0;0;0;0;0;0;0;PA;;OUR;0
1039;;F;1994;CSMATH;1;0;0;1;1;0;0;RE;1421;CSMATH;3
1038;;;1992;;0;0;0;0;1;0;0;EP;1624;;1
1037;;F;1994;XXX;2;0;0;1;0;0;0;RE;0624;XXX;3
1036;;;1992;;0;0;0;0;0;1;0;P;1624;;1
0563;;F;1990;XXX;1;0;0;2;2;1;0;RE;0506;XXX;6
0562;;;1985;;0;0;0;2;1;0;0;EP;1624;;3
0561;;;1986;;4;0;0;0;0;0;0;RE;0404;;4
0560;;;1989;;3;0;0;2;0;1;0;RE;0624;;6
0559;;;1983;;0;0;0;0;0;1;0;P;1624;;1
0558;;;1988;;0;0;0;0;0;5;0;P;1624;;5
0495;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0494;;F;2000;UPLB;4;0;0;4;0;0;0;RE;0207;UPLB;8
0493;;F;2002;EDUC;6;0;0;2;0;2;0;RE;1222;EDUC;10
0492;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0491;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0490;;;1982;;0;0;0;1;0;0;0;E;1624;;1
1271;;F;2014;CSWCD;13;0;0;1;0;0;0;RE;0924;CSWCD;14
1270;;F;1997;STAT;2;0;0;1;0;0;0;RE;0401;STAT;3
1269;;A;1995;OVCCA;0;0;0;0;0;1;0;P;1624;OVCCA;1
1268;;A;2006;OVPAA;0;0;0;0;0;7;0;P;1624;OVPAA;7
1267;;A;2016;CAL;0;0;0;0;0;12;8;PA;1624;CAL;20
1266;;A;2014;UPMLA;0;0;0;0;0;10;8;P;1622;UPMLA;18
1265;;A;2014;UPMLA;0;0;0;0;0;13;5;P;1622;UPMLA;18
3105;;A;2009;ISSI;0;0;0;0;0;0;0;D;1624;ISSI;2
3104;;A;;OU;0;0;0;0;0;0;0;;;OU;0
3103;;A;2005;OVPAA;0;0;0;0;0;0;0;D;1624;OVPAA;1
3102;;A;2016;ARO;0;0;0;0;0;0;0;D;1624;ARO;9
3101;;A;;NCPAG;0;0;0;0;0;0;0;;;NCPAG;0
3100;;A;2008;CMO;0;0;0;0;0;0;0;C;1624;CMO;4
3099;;A;2004;CMO;0;0;0;0;0;0;0;TE;1699;CMO;1
3098;;A;2011;CMO;0;0;0;0;0;0;0;TE;1624;CMO;4
3097;;A;2007;HEALTH;0;0;0;0;0;0;0;C;1624;HEALTH;2
3095;;A;2004;HEALTH;0;0;0;0;0;0;0;D;1699;HEALTH;1
3094;;A;2004;HEALTH;0;0;1;0;0;0;0;S;1699;HEALTH;1
3093;;A;2013;HEALTH;0;0;0;0;0;0;0;A;1624;HEALTH;7
3092;;A;2016;CMO;0;0;0;0;0;2;0;P;1624;CMO;12
3091;;A;2004;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
3090;;A;2012;SOLAIR;0;0;0;0;0;0;0;TE;1624;SOLAIR;9
2460;;;2002;CMO;0;0;0;0;0;0;0;A;1699;CMO;1
