ID;Name;FAR;UPCAT YEAR;Ucode;RE;RA;S;E;EP;P;PA;Designation;;Prev Test Center;No. of years
4499;;;2013;UPMLA;0;0;0;0;0;0;0;CW;1622;UPMLA;1
4498;;;;UPMLA;;;;;;;;EP;;UPMLA;
4497;;;;UPMLA;;;;;;;;EP;;UPMLA;
4496;;;;UPMLA;;;;;;;;EP;;UPMLA;
4494;;;2015;CSNSRI;0;0;0;0;0;2;0;P;1624;CSNSRI;2
4493;;;2015;CSNSRI;0;0;0;0;0;2;0;P;1624;CSNSRI;2
3281;;F;2006;CSMATH;0;0;0;0;1;0;0;EP;1624;CSMATH;1
3280;;F;2006;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
3279;;F;;ENGG;0;0;0;0;0;0;0;;;ENGG;0
5124;;A;2016;OVCSA;0;0;0;0;0;0;0;D;1624;OVCSA;2
5125;;A;2015;NISMED;0;0;0;0;0;0;0;D;1624;NISMED;1
5126;;A;2016;ENGG;0;0;0;0;0;0;0;D;1624;ENGG;2
5127;;;2015;ARCH;0;0;0;0;0;0;0;CW;1624;ARCH;1
5128;;;2015;CAL;0;0;0;0;0;0;0;CW;1624;CAL;1
5048;;R;;CSBIO;;;;;;;;P;;CSBIO;
5049;;A;2016;OASH;0;0;0;0;0;0;2;PA;1624;OASH;2
5050;;A;2015;CHE;0;0;0;0;0;0;1;PA;1624;CHE;1
5051;;O;2016;NISMED;0;0;0;0;0;1;1;P;1624;NISMED;2
5052;;F;2015;UPMLA;0;0;0;0;1;0;0;EP;1624;UPMLA;1
4904;;F;2015;CHK;0;0;0;0;0;0;1;PA;1624;CHK;1
4905;;F;2015;UPMLA;0;0;0;1;0;0;0;E;1624;UPMLA;1
4906;;F;2015;CSSP;0;0;0;1;0;0;0;E;1624;CSSP;1
4907;;F;2015;CSSP;0;0;0;0;1;0;0;EP;1624;CSSP;1
4908;;R;2016;NISMED;0;0;0;1;1;0;0;E;1624;NISMED;2
4909;;R;;NISMED;;;;;;;;EP;;NISMED;
4910;;R;2015;NISMED;0;0;0;0;1;0;0;EP;1624;NISMED;1
4911;;R;2016;NISMED;0;0;0;1;1;0;0;E;1624;NISMED;2
4912;;A;2016;EDUC;0;0;0;0;0;1;1;P;1624;EDUC;2
4913;;F;2015;UPIS;0;0;0;0;1;0;0;EP;1624;UPIS;1
4914;;F;2016;UPIS;0;0;0;0;1;1;0;P;1624;UPIS;2
4915;;F;2016;UPIS;0;0;0;0;1;1;0;P ;1624;UPIS;2
4916;;F;;UPIS;;;;;;;;EP;;UPIS;
4917;;A;2015;UPIS;0;0;0;0;0;0;1;PA;1624;UPIS;1
5036;;F;2015;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
5037;;F;;ENGG;;;;;;;;EP;;ENGG;
5038;;F;;ENGG;;;;;;;;EP;;ENGG;
5039;;A;;ECON;;;;;;;;EP;;ECON;
5056;;F;2016;OVPAA;0;0;2;0;0;0;0;RS;1624;OVPAA;2
3783;;F;2010;UPLB;1;0;0;0;0;0;0;RE;0122;UPLB;1
2488;;A;2002;UPMLA;0;0;0;0;0;1;0;P;1624;UPMLA;1
2486;;A;2007;UPMLA;0;0;0;0;0;5;0;P;1624;UPMLA;5
2485;;A;2016;POLICE;0;0;0;0;0;0;0;C;1624;POLICE;11
2484;;A;2002;OADMS;0;0;0;0;0;0;0;A;1699;OADMS;1
0384;;;1981;;0;0;0;0;0;1;0;P;1624;;1
0383;;;1981;;0;0;0;0;0;1;0;P;1624;;1
0382;;;1982;;0;0;0;2;1;0;0;E;1624;;3
0381;;A;2003;CAL;0;0;0;0;0;15;3;PA;1624;CAL;18
0380;;R;1996;EDUC;0;0;0;0;0;8;0;P;1624;EDUC;8
0472;;;1984;;0;0;0;1;2;0;0;EP;1624;;3
0471;;;1986;;0;0;0;3;1;0;0;E;1624;;4
0470;;A;2013;UPIS;14;0;0;8;1;1;0;RE;1024;UPIS;24
0469;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0468;;;1984;;3;0;0;0;0;0;0;RE;0404;;3
0467;;;1983;;0;0;0;0;0;2;0;P;1624;;2
0466;;A;2003;HRDO;3;0;0;5;1;3;0;RE;0424;HRDO;12
3707;;F;2011;CSCHEM;1;0;0;1;1;0;0;RE;0126;CSCHEM;3
3706;;F;2009;CSCHEM;0;0;0;0;1;0;0;EP;1624;CSCHEM;1
3705;;F;2010;UPLB;0;0;0;2;0;0;0;E;1624;UPLB;2
1711;;A;2016;UPMLA;0;14;0;0;0;5;0;P ;1624;UPMLA;19
1710;;F;1998;CSNIP;0;0;0;1;0;0;0;E;1624;CSNIP;1
1709;;A;2000;CSBIO;0;0;0;0;0;0;0;BA;1624;CSBIO;3
1708;;;2002;POLICE;0;0;3;0;0;0;0;S;1699;POLICE;3
1577;;R;1997;ISMED;0;0;0;0;0;0;0;A;1624;ISMED;1
1576;;A;2005;CBA;0;0;0;0;0;0;0;CW;1624;CBA;4
1575;;F;1997;CAL;0;0;0;1;0;0;0;E;1624;CAL;1
1574;;A;2004;ENGG;0;0;0;0;0;8;0;P;1624;ENGG;8
1573;;A;2010;CSCHEM;0;0;0;0;0;0;0;CW;1624;CSCHEM;9
1572;;A;1999;;0;0;0;0;0;0;0;CW;1624;;3
1571;;A;2001;ENGG;0;0;0;0;0;0;0;CW;1624;ENGG;5
1753;;A;2006;ENGG;0;0;0;0;0;0;0;CW;1624;ENGG;8
1752;;A;2005;CHE;0;0;0;0;0;0;0;CW;1624;CHE;6
1751;;;2003;NEC;0;0;0;0;0;0;0;CW;1624;NEC;6
1750;;F;1998;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
1749;;A;1999;CSSP;0;0;0;0;0;0;0;D;1624;CSSP;2
1748;;;2001;;0;0;0;0;0;0;0;D;1699;;4
1747;;A;2012;CSSP;0;0;0;0;0;0;0;TE;1624;CSSP;7
1746;;A;2011;CSNIGS;0;0;0;0;0;0;0;TE;1624;CSNIGS;9
1745;;R;1998;LAWCMP;0;0;0;0;0;1;0;P;1624;LAWCMP;1
3639;;F;2011;CSCHEM;0;0;0;1;1;0;0;E;1624;CSCHEM;2
3638;;;2009;;0;0;0;0;0;0;0;CW;1624;;2
3637;;R;2011;CSNSRI;0;0;0;2;2;0;0;E;1624;CSNSRI;4
3636;;;2008;;0;0;0;0;0;0;0;TR;1624;;1
3635;;;2008;;0;0;0;0;0;0;0;TR;1624;;1
3634;;F;2008;CSNIMBB;0;0;0;1;0;0;0;E;1624;CSNIMBB;1
3633;;F;2009;ENGG;0;0;0;1;1;0;0;E;1624;ENGG;2
3632;;R;2016;CMC;1;0;0;5;0;1;0;E;1624;CMC;8
3651;;F;2008;CSCHEM;0;0;0;1;0;0;0;E;1624;CSCHEM;1
3650;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;6
0509;;F;2014;UPIS;15;0;0;4;0;2;0;RE;0201;UPIS;21
3520;;A;2016;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;9
3519;;A;2007;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
3518;;A;2007;CSMATH;0;0;0;0;0;0;0;BA;1624;CSMATH;1
3517;;A;2015;SOLAIR;0;0;0;0;0;0;0;CW;1624;SOLAIR;5
3516;;A;2007;NEC;0;0;0;0;0;0;0;CW;1624;NEC;1
3515;;A;2007;NEC;0;0;0;0;0;0;0;CW;1624;NEC;1
3514;;A;2016;CSNIP;0;0;0;0;0;0;0;TE;1624;CSNIP;2
3513;;A;2011;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;5
3423;;F;2008;CSCHEM;0;0;0;2;0;0;0;E;1624;CSCHEM;2
0687;;;1986;;0;0;0;0;0;1;0;P;1624;;1
0686;;;1986;;1;0;0;0;0;0;0;RE;0404;;1
0685;;A;2012;HRDO;11;0;0;3;0;2;0;RE;0421;HRDO;16
0508;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0507;;A;2010;ACCTG-D;11;0;0;9;2;4;0;RE;0621;ACCTG-D;26
0506;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0505;;A;1996;CASHR;0;0;0;0;0;13;1;P;1624;CASHR;15
0504;;;1984;;0;0;0;1;0;2;0;E;1624;;3
0503;;;1983;;0;0;0;0;0;2;0;P;1624;;2
0502;;F;2003;CHE;3;0;9;3;0;2;0;SE;1624;CHE;17
0501;;A;2006;CBA;0;0;0;12;0;1;1;E;1624;CBA;14
0500;;;1985;;0;0;0;0;0;3;0;P;1624;;3
0499;;;1984;;0;0;0;2;1;0;0;E;1624;;3
0498;;R;2002;ECON;0;0;0;0;0;8;0;P;1624;ECON;8
0497;;;1985;;0;0;0;0;0;3;0;P;1624;;3
0496;;;1983;;0;0;0;0;1;1;0;P;1624;;2
0457;;;1983;;0;0;0;2;0;0;0;E;1624;;2
0456;;F;1990;XXX;1;0;0;1;0;0;0;RE;0723;XXX;2
0455;;;1982;;0;0;0;0;2;0;0;EP;1624;;2
0454;;;1985;;0;0;0;5;0;0;0;E;1624;;5
0453;;A;2012;CAL;0;0;0;0;0;20;7;PA;1624;CAL;27
0452;;;1986;;0;0;0;0;0;5;0;P;1624;;5
0451;;;1985;;0;0;0;0;0;2;0;A;1624;;4
0439;;F;2009;UPIS;15;0;1;7;0;0;0;RE;1722;UPIS;23
0438;;F;2002;UPMLA;13;0;0;3;1;0;0;RE;0804;UPMLA;17
0437;;A;2004;HRDO;5;0;0;2;0;13;1;RE;0728;HRDO;21
0436;;;1981;;1;0;0;0;0;0;0;RE;0404;;1
0435;;;1981;;0;0;0;1;0;0;0;E;1624;;1
0434;;;1984;;0;0;0;0;0;3;0;P;1624;;3
0433;;;1981;;0;0;0;0;0;1;0;P;1624;;1
0465;;R;2001;CHK;0;0;0;11;0;5;0;E;1624;CHK;16
0464;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0463;;F;2002;UPIS;3;0;1;13;2;1;0;SE;1624;UPIS;20
0462;;;1982;;0;0;0;0;1;0;0;EP;1624;;1
1140;;F;2016;UPIS;17;0;0;2;0;0;0;RE;1228;UPIS;19
1139;;A;2013;BO-SYS;0;0;0;0;0;9;8;PA;1624;BO-SYS;19
1138;;A;2014;C CTR;0;10;0;0;0;10;1;RA;0332;C CTR;22
1137;;;1993;;0;0;0;1;0;0;0;E;1624;;1
0952;;A;2015;UPIS;0;0;0;0;0;9;16;PA;1624;UPIS;25
0951;;;1991;;0;0;0;2;0;0;0;E;1624;;2
0950;;F;2010;ENGG;9;0;0;6;0;0;0;RE;0327;ENGG;15
0949;;F;1991;XXX;1;0;0;1;0;0;0;RE;0220;XXX;2
0948;;A;2000;OSU;0;0;0;0;0;8;1;PA;1624;OSU;9
0947;;;1992;;0;0;0;2;0;1;0;E;1624;;3
0946;;;1990;;0;0;0;0;0;1;0;P;1624;;1
0945;;;1990;;0;0;0;1;0;0;0;E;1624;;1
0944;;A;2012;CS;2;1;0;0;3;4;0;RE;1227;CS;10
0943;;A;1990;NEC;0;0;0;0;0;1;0;P;1624;NEC;1
0942;;A;2016;UPIS;0;0;0;0;0;10;15;PA;1624;UPIS;25
5145;;;2015;ENGG;0;0;0;0;0;0;0;CW;1624;ENGG;1
5146;;;2016;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;2
5147;;;2015;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;1
5148;;;2016;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;2
5149;;;2015;CSNIP;0;0;0;0;0;0;0;CW;1624;CSNIP;1
5150;;;;;;;;;;;;;;;
5151;;;2015;CSNIGS;0;0;0;0;0;0;0;CW;1624;CSNIGS;1
5152;;;2016;CSNIGS;0;0;0;0;0;0;0;CW;1624;CSNIGS;2
5153;;;2015;CSSP;0;0;0;0;0;0;0;CW;1624;CSSP;1
0737;;A;2014;CAL;0;0;0;0;0;12;11;PA;1624;CAL;23
0736;;;1988;;0;0;0;0;0;2;0;P;1624;;2
0735;;;1993;;0;0;0;0;0;2;0;P;1624;;2
0734;;;1991;;0;0;0;0;0;5;0;P;1624;;5
0733;;;1987;;0;0;0;0;0;1;0;P;1624;;1
0732;;R;2004;NCPAG;0;0;0;0;0;9;1;P;1624;NCPAG;11
0731;;;1989;;1;0;0;1;0;0;0;RE;0404;;2
0730;;R;1987;UPLB;0;0;0;1;0;0;0;E;0404;UPLB;1
0729;;;1987;;0;0;0;0;0;1;0;P;1624;;1
3471;;F;2007;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
3470;;R;;ASP;0;0;0;0;0;0;0;;;ASP;0
3469;;A;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
3468;;A;2015;UPMLA;0;0;0;0;0;4;1;P;1622;UPMLA;5
2067;;;2000;;0;0;0;0;0;0;0;D;1699;;1
2066;;F;2010;CS;8;0;0;1;0;0;0;RE;0823;CS;9
2065;;A;2000;CSSP;0;0;0;0;0;0;0;CW;1624;CSSP;1
2064;;A;2000;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;1
2063;;A;2006;NEC;0;0;0;0;0;0;0;CW;1624;NEC;7
2062;;A;2002;ENGG;0;0;0;0;0;2;0;P;1624;ENGG;3
0728;;A;2003;HRDO;0;0;0;0;0;13;3;PA;1624;HRDO;16
0727;;;1987;;0;0;0;0;0;1;0;P;1624;;1
0726;;;1987;;0;0;0;0;0;1;0;P;1624;;1
0725;;A;2000;ACCTG;0;0;0;0;0;6;0;PA;1624;ACCTG;6
0724;;;1987;;0;0;0;1;0;0;0;E;1624;;1
0723;;F;1999;CHE;2;0;4;2;0;0;0;SE;1624;CHE;8
3862;;F;2012;CSMATH;1;0;0;2;0;0;0;RE;0202;CSMATH;3
3861;;F;2011;CSMATH;0;0;0;1;1;0;0;E;1624;CSMATH;2
3973;;A;2011;NCPAG;0;0;0;0;1;0;0;EP;1624;NCPAG;1
3972;;F;2015;UP ITDC;0;0;0;4;0;0;0;E;1624;UP ITDC;4
3971;;F;;CSNIP;0;0;0;0;0;0;0;EP;;CSNIP;0
3970;;A;;NISMED;0;0;0;0;0;0;0;PA;;NISMED;0
3969;;F;2011;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3968;;;2011;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3967;;F;2016;CSNIP;0;0;0;4;0;0;0;E;1624;CSNIP;4
3966;;;2014;OUR;0;0;0;0;0;2;1;P;1624;OUR;3
3965;;A;2016;OP;0;0;0;0;0;5;0;P;1624;OP;5
3964;;;2012;OP;0;0;0;0;0;2;0;P;1624;OP;2
5057;;R;2016;ENGG;0;0;0;0;0;1;1;P;1624;ENGG;2
5058;;R;2015;ENGG;0;0;0;0;0;1;0;P;1624;ENGG;1
5059;;A;2015;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
5060;;O;;OUR;;;;;;;;A;;OUR;
5061;;O;2015;OADMS;0;0;0;0;0;0;0;A;1624;OADMS;1
5062;;O;2016;OUR;0;0;0;0;0;0;0;A;1624;OUR;2
4918;;A;2015;SOLAIR;0;0;0;0;1;0;0;EP;1624;SOLAIR;1
4919;;F;;CSMATH;;;;;;;;EP;;CSMATH;
4920;;F;;CSMATH;;;;;;;;EP;;CSMATH;
4921;;A;2015;CS;0;0;0;0;1;0;0;EP;1624;CS;1
4922;;A;2015;ENGG;0;0;0;0;0;1;0;P;1624;ENGG;1
4923;;O;;ENGG;;;;;;;;PA;;ENGG;
3348;;A;;;0;0;0;0;0;0;0;;;;0
3347;;A;2011;OSSS;0;0;0;0;0;3;0;P;1624;OSSS;5
3704;;R;2016;CSSP;5;0;0;1;2;0;0;RE;0433;CSSP;8
2483;;A;2011;CSCHEM;0;0;0;0;0;8;0;P;1624;CSCHEM;9
3798;;R;2013;CSCHEM;0;0;0;2;2;0;0;E;1624;CSCHEM;4
3797;;R;2011;CSNSRI;0;0;0;0;2;0;0;EP;1624;CSNSRI;2
3434;;F;2013;CSBIO;4;0;0;2;0;0;0;RE;0725;CSBIO;6
3433;;A;2014;CHE;0;0;0;0;0;4;0;P;1624;CHE;4
2890;;A;2003;POLICE;0;0;0;0;0;0;0;TR;1699;POLICE;1
2889;;A;2006;POLICE;0;0;2;0;0;0;0;S;1699;POLICE;2
2888;;A;2015;POLICE;0;0;0;0;0;0;0;A;1624;POLICE;12
3777;;;2010;LAW;0;0;0;0;0;0;0;CW;1624;LAW;2
3776;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;7
3775;;;2016;CSCHEM;0;0;0;0;0;0;0;P;1624;CSCHEM;4
3774;;;2009;;0;0;0;0;0;0;0;D;1624;;1
3773;;;2011;CSNIGS;0;0;0;0;0;0;0;CW;1624;CSNIGS;3
3772;;;2014;HEALTH;0;0;5;0;0;0;0;S;1624;HEALTH;5
3771;;;2009;;0;0;0;0;0;0;0;A;1624;;1
3770;;;2009;;0;0;0;0;0;0;0;CW;1624;;1
3769;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;6
3768;;;2012;LAW;0;0;0;0;0;0;0;CW;1624;LAW;4
3767;;;2015;SSB;0;0;0;0;0;0;0;A;1624;SSB;7
3766;;;2012;OVCCA;0;0;0;0;0;0;0;A;1624;OVCCA;4
3765;;;2009;;0;0;0;0;0;0;0;A;1624;;1
3764;;;2009;;0;0;0;0;0;0;0;A;1624;;1
3763;;;2016;SSB;0;0;0;0;0;0;0;A;1624;SSB;5
2502;;A;2016;UPIS;0;0;0;0;0;12;0;P;1624;UPIS;14
2501;;A;2008;CMO;0;0;0;0;0;0;0;A;1624;CMO;6
2500;;F;2006;UPLB;0;0;0;5;0;0;0;E;1624;UPLB;5
2499;;A;2002;ENGG;0;0;0;0;0;1;0;P;1624;ENGG;1
2498;;R;2004;OVCAA;0;0;0;0;0;2;0;P;1624;OVCAA;3
2497;;A;2015;POLICE;0;0;0;0;0;0;0;A;1624;POLICE;9
2496;;F;2007;CHK;3;0;0;1;1;0;0;RE;1701;CHK;5
2493;;;2002;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;1
2492;;R;2003;OVCCA;0;0;0;0;0;2;0;P;1624;OVCCA;2
2491;;;2003;CSBIO;0;0;0;0;0;0;0;BA;1624;CSBIO;2
2490;;;2002;UPIS;0;0;0;0;0;0;0;CW;1624;UPIS;1
2489;;A;2013;OVCAA;0;0;0;0;0;6;0;P;1624;OVCAA;10
3642;;F;2013;CSMATH;3;0;0;3;0;0;0;RE;1421;CSMATH;6
1273;;A;2016;OUR;0;16;0;0;0;3;2;P;1624;OUR;22
1272;;;1995;;0;0;0;0;0;1;0;P;1624;;1
3089;;A;2015;SOLAIR;0;0;0;0;0;0;0;CW;1624;SOLAIR;12
3088;;A;2006;SOLAIR;0;0;0;0;0;0;0;CW;1624;SOLAIR;3
3087;;A;2015;SOLAIR;0;0;0;0;0;0;0;TE;1624;SOLAIR;12
3086;;A;2013;SOLAIR;0;0;0;0;0;0;0;CW;1624;SOLAIR;10
3085;;A;2006;CSMATH;0;0;0;0;0;0;0;CW;1624;CSMATH;3
3084;;A;2004;UPIS;0;0;0;0;0;0;0;CW;1624;UPIS;1
3083;;A;2014;UPIS;0;0;0;0;0;0;0;CW;1624;UPIS;5
1264;;F;1995;CAL;0;0;0;1;0;0;0;E;1624;CAL;1
1263;;R;2014;CSSP;10;0;0;3;1;2;0;RE;1004;CSSP;16
1262;;F;1995;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
1261;;A;1995;CSMSI;0;0;0;0;0;1;0;P;1624;CSMSI;1
1260;;A;1995;CFA;0;0;0;0;0;1;0;P;1624;CFA;1
1259;;;1995;;0;0;0;0;0;1;0;PA;1624;;1
1258;;F;1995;CSMATH;0;0;0;1;0;0;0;E;1624;CSMATH;1
1257;;F;2002;CHE;1;0;3;2;0;0;0;SE;1624;CHE;6
1256;;F;1998;STAT;0;0;0;2;0;0;0;E;1624;STAT;2
1255;;;1995;;0;0;0;0;0;1;0;P;1624;;1
1254;;A;2016;CAL;0;14;0;0;0;7;0;P;1624;CAL;21
1253;;A;2015;CS;0;11;0;0;0;8;1;RA;1004;CS;20
1252;;A;2004;OVCSA;0;0;0;1;2;4;0;EP;1624;OVCSA;7
1251;;A;2016;ECON;0;0;0;8;2;8;0;E;1624;ECON;18
1250;;F;2005;CS;4;0;0;1;0;0;0;RE;0206;CS;5
1249;;F;2002;CSBIO;4;0;0;1;0;0;0;RE;0122;CSBIO;5
1248;;A;2003;CSSP;0;0;0;0;0;8;0;P;1624;CSSP;8
1247;;R;2002;OVCSA;7;0;0;0;0;0;0;RE;0411;OVCSA;7
1246;;R;1995;UGNAYAN;0;0;0;0;0;1;0;P;1624;UGNAYAN;1
1245;;A;2004;UPMLA;2;0;0;3;0;0;0;RE;0406;UPMLA;5
1244;;R;1998;UGNAYAN;0;0;0;1;0;1;0;E;1624;UGNAYAN;2
1243;;A;1995;ECON;0;0;0;0;0;1;0;P;1624;ECON;1
1242;;F;1994;CSMATH;0;0;1;0;0;0;0;SE;1624;CSMATH;1
1241;;A;2007;OUR;8;0;0;1;1;1;2;RE;0805;OUR;14
1240;;A;2014;LAWCMP;0;0;0;0;0;8;12;PA;1624;LAWCMP;21
1239;;A;1995;CMC;0;0;0;0;0;2;0;P;1624;CMC;2
1238;;R;2003;SURP;0;3;0;0;0;7;0;P;1624;SURP;10
1237;;F;2001;UPLB;8;0;0;0;0;0;0;RE;0220;UPLB;8
1236;;F;2000;CSSP;0;0;6;0;0;0;0;SE;1699;CSSP;6
1235;;A;1996;CMC;0;0;0;0;0;2;0;A;1624;CMC;3
1234;;A;2014;OVCSA;0;11;0;0;0;10;0;RA;0522;OVCSA;21
1233;;F;1994;XXX;0;0;1;0;0;0;0;SE;1624;XXX;1
1232;;A;2016;UPMLA;0;14;0;0;0;9;0;P;1624;UPMLA;23
1231;;;1994;;0;0;0;1;0;0;0;E;1624;;1
1230;;;1996;OADMS;0;1;0;0;0;0;2;RA;1421;OADMS;3
0770;;A;2013;CSSP;0;0;0;0;0;9;11;PA;1624;CSSP;20
0769;;;1987;;0;0;0;0;0;1;0;P;1624;;1
0768;;;1988;;0;0;0;0;0;2;0;P;1624;;2
0767;;;1987;;0;0;0;1;0;0;0;E;1624;;1
0766;;;1988;;0;0;0;0;0;2;0;P;1624;;2
0765;;;1990;;0;0;0;0;0;4;0;P;1624;;4
0764;;A;2015;CASH-S;20;0;0;1;0;0;0;RE;0201;CASH-S;21
0763;;;1993;;0;0;0;1;0;3;0;P;1624;;4
0762;;;1987;;0;0;0;1;0;0;0;E;1624;;1
0761;;A;2016;CASH-S;0;15;0;0;0;11;1;P;1624;CASH-S;27
0760;;A;2014;CASH-D;0;0;0;0;0;8;10;PA;1624;CASH-D;20
4190;;A;2013;BO-DIL;0;0;0;2;0;0;0;E;1624;BO-DIL;2
4189;;A;;CMC;0;0;0;0;0;0;0;PA;;CMC;0
0989;;;1991;;0;0;0;1;0;0;0;E;1624;;1
1104;;;1993;;0;0;0;1;0;0;0;E;1624;;1
1098;;A;2013;CSSP;0;0;0;0;0;9;8;PA;1624;CSSP;17
1097;;;1993;;0;0;0;1;0;0;0;E;1624;;1
1046;;F;1995;UPIS;0;0;0;3;1;0;0;E;1624;UPIS;4
1045;;A;2005;NISMED;11;0;0;1;1;0;0;RE;0523;NISMED;13
1044;;F;2016;CAL;24;0;0;1;0;0;0;RE;0824;CAL;25
1043;;F;1994;CAL;0;0;0;1;1;0;0;E;1624;CAL;2
1042;;;1994;;0;0;0;0;0;3;0;P;1624;;3
1041;;A;2003;CBO;7;0;1;1;0;0;0;RE;1028;CBO;9
1040;;;1992;;0;0;0;0;1;0;0;EP;1624;;1
3032;;F;2004;CHE;0;0;0;1;0;0;0;E;1624;CHE;1
3031;;F;2004;UPIS;0;0;0;0;1;0;0;EP;1624;UPIS;1
3030;;F;2010;UPIS;5;0;0;1;1;0;0;RE;0924;UPIS;7
3029;;A;2014;PRESS;0;0;0;0;0;2;0;P;1624;PRESS;2
3028;;F;2015;CSMATH;0;0;1;3;0;0;0;SE;1624;CSMATH;4
3027;;A;2005;NCPAG;0;0;0;0;0;1;1;P;1624;NCPAG;2
3026;;A;;ENGG;0;0;0;0;0;0;0;;;ENGG;0
3025;;F;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
3024;;F;2014;STAT;4;0;1;2;0;0;0;SE;1624;STAT;7
3023;;F;2004;CSNIP;0;0;0;0;0;1;0;P;1624;CSNIP;1
3022;;F;2008;ENGG;0;0;0;5;0;0;0;E;1624;ENGG;5
3021;;A;;CIDS;0;0;0;0;0;0;0;;;CIDS;0
2770;;R;;STAT;0;0;0;0;0;0;0;;;STAT;0
2768;;A;2015;CSSP;2;0;0;3;1;2;0;RE;0202;CSSP;8
2767;;F;;ENGG;0;0;0;0;0;0;0;;;ENGG;0
2766;;A;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
2765;;A;;LAWCMP;0;0;0;0;0;0;0;;;LAWCMP;0
2764;;A;2006;UPMLA;0;0;0;2;0;0;0;E;1624;UPMLA;2
2763;;R;;CIDS;0;0;0;0;0;0;0;;;CIDS;0
2761;;A;;CHE;0;0;0;0;0;0;0;;;CHE;0
2759;;R;;UGNAYAN;0;0;0;0;0;0;0;;;UGNAYAN;0
2758;;F;;CHK;0;0;0;0;0;0;0;;;CHK;0
2757;;A;;M LIB;0;0;0;0;0;0;0;;;M LIB;0
2755;;F;;UPLB;0;0;0;0;0;0;0;;;UPLB;0
2754;;F;;CHK;0;0;0;0;0;0;0;;;CHK;0
2753;;A;;HEALTH;0;0;0;0;0;0;0;;;HEALTH;0
2752;;R;;OUR;0;0;0;0;0;0;0;;;OUR;0
2751;;F;2007;CHE;0;0;0;5;0;0;0;E;1624;CHE;5
3018;;F;2004;ENGG;0;0;0;1;0;0;0;E;1624;ENGG;1
3017;;F;2004;UPMLA;0;0;0;1;0;0;0;E;1624;UPMLA;1
3016;;A;;PRESS;0;0;0;0;0;0;0;;;PRESS;0
3015;;A;;UPMLA;0;0;0;0;0;0;0;;;UPMLA;0
3014;;F;2009;CSNIP;0;0;0;1;1;0;0;E;1624;CSNIP;2
3013;;F;2010;UPMLA;3;0;0;2;0;0;0;RE;1028;UPMLA;5
0489;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0488;;;1986;;0;0;0;0;0;4;0;P;1624;;4
0486;;A;1992;KAMIA;4;0;0;6;0;0;0;E;1624;KAMIA;10
0485;;F;1996;CSBIO;1;0;0;0;1;0;0;RE;0305;CSBIO;2
0484;;;1983;;0;0;0;0;0;2;0;P;1624;;2
0483;;;1984;;0;0;0;0;2;0;0;EP;1624;;2
0482;;;1987;;0;0;0;0;0;5;0;P;1624;;5
0481;;;1982;;0;0;0;0;1;0;0;EP;1624;;1
0480;;A;2005;ENGG;0;0;0;19;0;4;0;E;1624;ENGG;23
0479;;;1982;;0;0;0;0;0;1;0;P;1624;;1
0478;;;1989;;0;0;0;0;0;6;0;P;1624;;6
0477;;;1988;;0;0;0;0;0;6;0;P;1624;;7
0476;;;1988;;0;0;0;1;0;6;0;P;1624;;7
0475;;;1986;;0;0;0;0;0;4;0;P;1624;;4
0474;;;1982;;0;0;0;1;0;0;0;E;1624;;1
0788;;;1993;;0;0;0;2;0;4;0;E;1624;;6
0866;;A;2016;CHE;6;0;0;13;1;1;0;E;1624;CHE;21
0865;;;1990;;0;0;0;0;0;2;0;P;1624;;2
0864;;;1989;;0;0;0;1;0;0;0;E;1624;;1
0863;;;1989;;0;0;0;0;0;1;0;P;1624;;1
0862;;;1989;;0;0;0;1;0;0;0;E;1624;;1
0861;;;1989;;0;0;0;0;0;1;0;P;1624;;1
0860;;;1989;;0;0;0;1;0;0;0;E;1624;;1
